Address,Price,City,State,Lat,Long,Google Address,Google Street Number,Google Route,Google Neighorhood,Google Political,Google Adminstrative Level 2,Google Adminstrative Level 1,Country,Postal Code,,
741 Saint Anns Ave #70A,"$230,000 ",Bronx,NY,40.819656,-73.910634,"741 St Ann's Ave, Bronx, NY 10451, USA",741,Saint Ann's Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
741 Saint Anns Avenue 70a #70A,"$230,000 ",Bronx,NY,40.819656,-73.910634,"741 St Ann's Ave, Bronx, NY 10451, USA",741,Saint Ann's Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
745 E 231st St #1B,"$119,900 ",Bronx,NY,40.891701,-73.856508,"745 E 231st St, Bronx, NY 10466, USA",745,East 231st Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
745 E 231st St #1B UNIT 1B,"$119,900 ",Bronx,NY,40.891701,-73.856508,"745 E 231st St, Bronx, NY 10466, USA",745,East 231st Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
745 Saint Anns Ave #72B,"$199,000 ",Bronx,NY,40.81979,-73.910589,"745 St Ann's Ave, Bronx, NY 10451, USA",745,Saint Ann's Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
747 Vincent Ave,"$647,000 ",Bronx,NY,40.829715,-73.817733,"747 Vincent Ave, Bronx, NY 10465, USA",747,Vincent Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1722,
747 Vincent Ave #2,"$649,000 ",Bronx,NY,40.829715,-73.817733,"747 Vincent Ave, Bronx, NY 10465, USA",747,Vincent Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1722,
748 E 225th St,"$625,000 ",Bronx,NY,40.887055,-73.858942,"748 E 225th St, Bronx, NY 10466, USA",748,East 225th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4208,
749 E 231st St #2,"$122,000 ",Bronx,NY,40.891871,-73.857704,"749 E 231st St, Bronx, NY 10466, USA",749,East 231st Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
75 W 238th St #1H,"$125,000 ",Bronx,NY,40.882452,-73.896702,"75 W 238th St, Bronx, NY 10463, USA",75,West 238th Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
75 W 238th St #2F,"$199,000 ",Bronx,NY,40.882452,-73.896702,"75 W 238th St, Bronx, NY 10463, USA",75,West 238th Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
75 W 238th St #4A,"$130,000 ",Bronx,NY,40.882452,-73.896702,"75 W 238th St, Bronx, NY 10463, USA",75,West 238th Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
75 W 238th St #6K,"$239,000 ",Bronx,NY,40.882452,-73.896702,"75 W 238th St, Bronx, NY 10463, USA",75,West 238th Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
750 Kappock St #207,"$409,999 ",Bronx,NY,40.881717,-73.920898,"750 Kappock St, Bronx, NY 10463, USA",750,Kappock Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
750 Kappock St #2A,"$550,000 ",Bronx,NY,40.881717,-73.920898,"750 Kappock St, Bronx, NY 10463, USA",750,Kappock Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
750 Kappock St #A2,"$550,000 ",Bronx,NY,40.881717,-73.920898,"750 Kappock St, Bronx, NY 10463, USA",750,Kappock Street,West Bronx,Bronx,Bronx County,New York,United States,10463,,
751 Dawson St,"$3,200,000 ",Bronx,NY,40.817022,-73.900728,"751 Dawson St, Bronx, NY 10455, USA",751,Dawson Street,West Bronx,Bronx,Bronx County,New York,United States,10455,1854,
753 E 228th St,"$485,000 ",Bronx,NY,40.88953,-73.857336,"753 E 228th St, Bronx, NY 10466, USA",753,East 228th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4211,
753 Elton Ave,"$499,000 ",Bronx,NY,40.820741,-73.914058,"753 Elton Ave, Bronx, NY 10451, USA",753,Elton Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
753 Elton Ave #1,"$528,940 ",Bronx,NY,40.820741,-73.914058,"753 Elton Ave, Bronx, NY 10451, USA",753,Elton Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
754 Brady Ave #101,"$255,000 ",Bronx,NY,40.852011,-73.865597,"754 Brady Ave, Bronx, NY 10462, USA",754,Brady Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,,
755 E 232nd St,"$399,000 ",Bronx,NY,40.892273,-73.855596,"755 E 232nd St, Bronx, NY 10466, USA",755,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4107,
756 Brook Ave #57A,"$200,000 ",Bronx,NY,40.820185,-73.910638,"756 Brook Ave, Bronx, NY 10451, USA",756,Brook Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,4672,
758 Brady Ave #112A,"$155,999 ",Bronx,NY,40.852024,-73.865223,"758 Brady Ave, Bronx, NY 10462, USA",758,Brady Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,,
761 E 219th St,"$549,000 ",Bronx,NY,40.883076,-73.860588,"763 E 219th St, Bronx, NY 10467, USA",763,East 219th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5305,
762 Brady Ave #228,"$179,000 ",Bronx,NY,40.852212,-73.865219,"762 Brady Ave, Bronx, NY 10462, USA",762,Brady Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,,
762 Brady Ave #624,"$127,000 ",Bronx,NY,40.852212,-73.865219,"762 Brady Ave, Bronx, NY 10462, USA",762,Brady Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,,
762 Cauldwell Ave #20,"$125,000 ",Bronx,NY,40.81938,-73.908184,"762 Cauldwell Ave, Bronx, NY 10456, USA",762,Cauldwell Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,,
762 Cauldwell Ave #7,"$125,000 ",Bronx,NY,40.81938,-73.908184,"762 Cauldwell Ave, Bronx, NY 10456, USA",762,Cauldwell Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,,
764 E 227th St,"$649,000 ",Bronx,NY,40.888238,-73.857418,"764 E 227th St, Bronx, NY 10466, USA",764,East 227th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4210,
766 Brady Ave #638,"$148,000 ",Bronx,NY,40.852349,-73.865164,"766 Brady Ave, Bronx, NY 10462, USA",766,Brady Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,,
766 E 175th St,"$217,000 ",Bronx,NY,40.841402,-73.891415,"766 E 175th St, Bronx, NY 10460, USA",766,East 175th Street,West Bronx,Bronx,Bronx County,New York,United States,10460,4605,
767 E 237th St,"$499,000 ",Bronx,NY,40.896693,-73.852746,"767 E 237th St, Bronx, NY 10466, USA",767,East 237th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,1503,
768 E 214th St,"$295,000 ",Bronx,NY,40.878919,-73.862497,"768 E 214th St, Bronx, NY 10467, USA",768,East 214th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5912,
769 Bartholdi St,"$567,000 ",Bronx,NY,40.874195,-73.864157,"769 Bartholdi St, Bronx, NY 10467, USA",769,Bartholdi Street,East Bronx,Bronx,Bronx County,New York,United States,10467,6207,
769 E 178th St,"$485,000 ",Bronx,NY,40.845069,-73.888066,"761-799 E 178th St, Bronx, NY 10457, USA",761-799,East 178th Street,West Bronx,Bronx,Bronx County,New York,United States,10457,,
769 E 218th St,"$299,000 ",Bronx,NY,40.882215,-73.860671,"767 E 218th St, Bronx, NY 10467, USA",767,East 218th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5803,
769 E 226th St,"$639,000 ",Bronx,NY,40.887815,-73.857505,"769 E 226th St, Bronx, NY 10466, USA",769,East 226th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4201,
77 Beck St #15,"$849,000 ",Bronx,NY,40.815861,-73.899218,"727 Beck St, Bronx, NY 10455, USA",727,Beck Street,West Bronx,Bronx,Bronx County,New York,United States,10455,,
772 Olmstead Ave,"$620,000 ",Bronx,NY,40.822107,-73.851884,"778 Olmstead Ave, Bronx, NY 10473, USA",778,Olmstead Avenue,East Bronx,Bronx,Bronx County,New York,United States,10473,2019,
776 Brook Ave #33 B,"$249,999 ",Bronx,NY,40.820273,-73.911081,"776 Brook Ave, Bronx, NY 10451, USA",776,Brook Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,4681,
776 Brook Ave #33B,"$249,000 ",Bronx,NY,40.820273,-73.911081,"776 Brook Ave, Bronx, NY 10451, USA",776,Brook Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,4681,
780 Brook Ave #31C,"$250,000 ",Bronx,NY,40.82066,-73.910898,"780 Brook Ave, Bronx, NY 10451, USA",780,Brook Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
782 Cauldwell Ave,"$750,000 ",Bronx,NY,40.819629,-73.908076,"782 Cauldwell Ave, Bronx, NY 10456, USA",782,Cauldwell Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,7602,
782 Van Nest Ave,"$599,000 ",Bronx,NY,40.844211,-73.862412,"782 Van Nest Ave, Bronx, NY 10462, USA",782,Van Nest Avenue,East Bronx,Bronx,Bronx County,New York,United States,10462,3936,
785 E 181st St #22,"$130,000 ",Bronx,NY,40.847583,-73.885031,"785 E 181st St, Bronx, NY 10460, USA",785,East 181st Street,West Bronx,Bronx,Bronx County,New York,United States,10460,,
789 E 221st St,"$519,000 ",Bronx,NY,40.884149,-73.859356,"759-799 E 221st St, Bronx, NY 10467, USA",759-799,East 221st Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
789 Jackson Ave,"$339,000 ",Bronx,NY,40.819466,-73.906749,"789 Jackson Ave, Bronx, NY 10456, USA",789,Jackson Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,7767,
79 Amundson Ave #7,"$469,000 ",Bronx,NY,40.894953,-73.837763,"5 Amundson Ave, Mt Vernon, NY 10550, USA",5,Amundson Avenue,South Side,Mount Vernon,Westchester County,New York,United States,10550,4837,
798 Elsmere Pl,"$550,000 ",Bronx,NY,40.843002,-73.888467,"798 Elsmere Pl, Bronx, NY 10460, USA",798,Elsmere Place,West Bronx,Bronx,Bronx County,New York,United States,10460,4103,
8 Fordham Hill Oval #14D,"$92,500 ",Bronx,NY,40.864331,-73.907519,"8 Fordham Hill Oval, Bronx, NY 10468, USA",8,Fordham Hill Oval,West Bronx,Bronx,Bronx County,New York,United States,10468,,
8 Fordham Hill Oval #14E,"$90,000 ",Bronx,NY,40.864331,-73.907519,"8 Fordham Hill Oval, Bronx, NY 10468, USA",8,Fordham Hill Oval,West Bronx,Bronx,Bronx County,New York,United States,10468,,
8 Fordham Hill Oval #1D,"$100,000 ",Bronx,NY,40.864331,-73.907519,"8 Fordham Hill Oval, Bronx, NY 10468, USA",8,Fordham Hill Oval,West Bronx,Bronx,Bronx County,New York,United States,10468,,
8 Fordham Hill Oval #5C,"$175,000 ",Bronx,NY,40.864331,-73.907519,"8 Fordham Hill Oval, Bronx, NY 10468, USA",8,Fordham Hill Oval,West Bronx,Bronx,Bronx County,New York,United States,10468,,
8 Fordham Hill Oval #8G,"$200,000 ",Bronx,NY,40.864331,-73.907519,"8 Fordham Hill Oval, Bronx, NY 10468, USA",8,Fordham Hill Oval,West Bronx,Bronx,Bronx County,New York,United States,10468,,
800 Grand Concourse #1RN,"$145,000 ",Bronx,NY,40.82488,-73.923424,"800 Grand Concourse, Bronx, NY 10451, USA",800,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
800 Grand Concourse #3-ON,"$199,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
800 Grand Concourse #4JS,"$170,000 ",Bronx,NY,40.82488,-73.923424,"800 Grand Concourse, Bronx, NY 10451, USA",800,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
800 Grand Concourse #5-GS,"$290,000 ",Bronx,NY,40.83705,-73.865429,"1475 Thieriot Ave, Bronx, NY 10460, USA",1475,Thieriot Avenue,East Bronx,Bronx,Bronx County,New York,United States,10460,,
800 Grand Concourse #5EN,"$225,000 ",Bronx,NY,40.82488,-73.923424,"800 Grand Concourse, Bronx, NY 10451, USA",800,Grand Concourse,West Bronx,Bronx,Bronx County,New York,United States,10451,,
801 E 163rd St,"$620,000 ",Bronx,NY,40.822688,-73.902168,"801 E 163rd St, Bronx, NY 10456, USA",801,East 163rd Street,Morrisania,Bronx,Bronx County,New York,United States,10456,7238,
803 E 161st St,"$650,000 ",Bronx,NY,40.821068,-73.90284,"803 E 161st St, Bronx, NY 10456, USA",803,East 161st Street,Morrisania,Bronx,Bronx County,New York,United States,10456,7540,
803 Throggs Neck Expy #SR,"$740,000 ",Bronx,NY,40.858873,-73.835297,"2299 Michael Cotter Sr. Pl, Bronx, NY 10469, USA",2299,Michael Cotter Sr. Place,East Bronx,Bronx,Bronx County,New York,United States,10469,6444,
805 Adee Ave,"$850,000 ",Bronx,NY,40.869868,-73.863131,"805 Adee Ave, Bronx, NY 10467, USA",805,Adee Avenue,East Bronx,Bronx,Bronx County,New York,United States,10467,8573,
805 Chestnut St,"$749,000 ",Bronx,NY,40.87297,-73.862639,"805 Chestnut St, Bronx, NY 10467, USA",805,Chestnut Street,East Bronx,Bronx,Bronx County,New York,United States,10467,6503,
808 Freeman St,"$550,000 ",Bronx,NY,40.830138,-73.897898,"808 Freeman St, Bronx, NY 10459, USA",808,Freeman Street,West Bronx,Bronx,Bronx County,New York,United States,10459,1567,
81 Edgewater Park #B,"$219,000 ",Bronx,NY,40.822518,-73.81104,"27 Edgewater Park, Bronx, NY 10465, USA",27,Edgewater Park,Throgs Neck,Bronx,Bronx County,New York,United States,10465,,
811 Saint Anns Ave #D,"$185,000 ",Bronx,NY,40.820826,-73.91023,"811 St Ann's Ave, Bronx, NY 10451, USA",811,Saint Ann's Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
811 Walton Ave,"$259,000 ",Bronx,NY,40.825507,-73.925365,"811 Walton Ave, Bronx, NY 10451, USA",811,Walton Avenue,Concourse,Bronx,Bronx County,New York,United States,10451,,
811 Walton Ave #B22,"$259,000 ",Bronx,NY,40.825507,-73.925365,"811 Walton Ave, Bronx, NY 10451, USA",811,Walton Avenue,Concourse,Bronx,Bronx County,New York,United States,10451,,
811 Walton Ave #E4,"$229,000 ",Bronx,NY,40.825507,-73.925365,"811 Walton Ave, Bronx, NY 10451, USA",811,Walton Avenue,Concourse,Bronx,Bronx County,New York,United States,10451,,
813 Elton Ave,"$930,000 ",Bronx,NY,40.822198,-73.91327,"813 Elton Ave, Bronx, NY 10451, USA",813,Elton Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,4514,
814 Swinton Ave,"$539,000 ",Bronx,NY,40.826755,-73.827166,"814 Swinton Ave, Bronx, NY 10465, USA",814,Swinton Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,2219,
814 Tilden St #1C,"$55,000 ",Bronx,NY,40.876739,-73.861465,"814 Tilden St, Bronx, NY 10467, USA",814,Tilden Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
814 Tilden St #5H,"$99,000 ",Bronx,NY,40.876739,-73.861465,"814 Tilden St, Bronx, NY 10467, USA",814,Tilden Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
815 E 225th St,"$585,000 ",Bronx,NY,40.886873,-73.856802,"817 E 225th St, Bronx, NY 10466, USA",817,East 225th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4549,
815 Trinity Ave #M3,"$265,000 ",Bronx,NY,40.821013,-73.907639,"815 Trinity Ave, Bronx, NY 10456, USA",815,Trinity Avenue,West Bronx,Bronx,Bronx County,New York,United States,10456,7754,
818 Dean Ave,"$1,250,000 ",Bronx,NY,40.832331,-73.816004,"818 Dean Ave, Bronx, NY 10465, USA",818,Dean Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,1626,
819 E 217th St,"$475,000 ",Bronx,NY,40.881209,-73.859855,"823 E 217th St, Bronx, NY 10467, USA",823,East 217th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
819 E 228th St,"$425,000 ",Bronx,NY,40.888977,-73.855596,"820 E 178th St, Bronx, NY 10460, USA",820,East 178th Street,West Bronx,Bronx,Bronx County,New York,United States,10460,1302,
820 E 178th St,"$480,000 ",Bronx,NY,40.844248,-73.886602,"820 E 214th St, Bronx, NY 10467, USA",820,East 214th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5914,
820 E 214th St,"$145,000 ",Bronx,NY,40.878714,-73.860833,"822 Hollywood Ave, Bronx, NY 10465, USA",822,Hollywood Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,2306,
822 Hollywood Ave,"$489,000 ",Bronx,NY,40.829861,-73.820923,"823 E 147th St, Bronx, NY 10455, USA",823,East 147th Street,West Bronx,Bronx,Bronx County,New York,United States,10455,,
823 E 147th St #56,"$69,000 ",Bronx,NY,40.811192,-73.906218,"825 E 224th St, Bronx, NY 10466, USA",825,East 224th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
825 E 224th St,"$628,888 ",Bronx,NY,40.885977,-73.85687,"825 E 224th St, Bronx, NY 10466, USA",825,East 224th Street,East Bronx,Bronx,Bronx County,New York,United States,10466,,
825 E 224th St #2FAM,"$629,000 ",Bronx,NY,40.885977,-73.85687,"825 Walton Ave, Bronx, NY 10451, USA",825,Walton Avenue,Concourse,Bronx,Bronx County,New York,United States,10451,,
825 Walton Ave #4E,"$153,000 ",Bronx,NY,40.82589,-73.925221,"825 Walton Ave, Bronx, NY 10451, USA",825,Walton Avenue,Concourse,Bronx,Bronx County,New York,United States,10451,,
825 Walton Ave #5G,"$199,000 ",Bronx,NY,40.82589,-73.925221,"827 E 232nd St, Bronx, NY 10466, USA",827,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
827 E 232nd St,"$395,000 ",Bronx,NY,40.891644,-73.853738,"828 Gerard Ave, Bronx, NY 10451, USA",828,Gerard Avenue,West Bronx,Bronx,Bronx County,New York,United States,10451,,
828 Gerard Ave #4A,"$145,000 ",Bronx,NY,40.825989,-73.925512,"829 Bryant Ave, Bronx, NY 10474, USA",829,Bryant Avenue,West Bronx,Bronx,Bronx County,New York,United States,10474,5501,
829 Bryant Ave,"$490,000 ",Bronx,NY,40.817885,-73.886688,"829 E 232nd St, Bronx, NY 10466, USA",829,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
829 E 232nd St #2,"$395,000 ",Bronx,NY,40.89165,-73.853627,"830 E 220th St, Bronx, NY 10467, USA",830,East 220th Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5312,
830 E 220th St,"$425,000 ",Bronx,NY,40.882751,-73.85852,"830 E 223rd St, Bronx, NY 10466, USA",830,East 223rd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4402,
830 E 223rd St,"$365,000 ",Bronx,NY,40.884889,-73.857377,"830 Kinsella St, Bronx, NY 10462, USA",830,Kinsella Street,East Bronx,Bronx,Bronx County,New York,United States,10462,3941,
830 Kinsella St,"$525,000 ",Bronx,NY,40.845342,-73.86109,"830 Leland Ave, Bronx, NY 10473, USA",830,Leland Avenue,East Bronx,Bronx,Bronx County,New York,United States,10473,2866,
830 Leland Ave #18C,"$240,000 ",Bronx,NY,40.822468,-73.861137,"831-837 E 241st St, Bronx, NY 10470, USA",831-837,East 241st Street,East Bronx,Bronx,Bronx County,New York,United States,10470,,
831 E 241st St,"$589,000 ",Bronx,NY,40.902011,-73.847299,"833 Calhoun Ave, Bronx, NY 10465, USA",833,Calhoun Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,2203,
833 Calhoun Ave,"$479,000 ",Bronx,NY,40.827677,-73.826395,"834 Calhoun Ave, Bronx, NY 10465, USA",834,Calhoun Avenue,East Bronx,Bronx,Bronx County,New York,United States,10465,2204,
834 Calhoun Ave,"$598,000 ",Bronx,NY,40.82802,-73.825999,"836 Tilden St, Bronx, NY 10467, USA",836,Tilden Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
836 Tilden St #2D,"$114,000 ",Bronx,NY,40.876305,-73.860755,"836 Tilden St, Bronx, NY 10467, USA",836,Tilden Street,East Bronx,Bronx,Bronx County,New York,United States,10467,,
836 Tilden St #6E,"$60,000 ",Bronx,NY,40.876305,-73.860755,"837 E 222nd St, Bronx, NY 10467, USA",837,East 222nd Street,East Bronx,Bronx,Bronx County,New York,United States,10467,5107,
837 E 222nd St,"$299,900 ",Bronx,NY,40.884554,-73.857281,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
837 E 232nd St,"$409,000 ",Bronx,NY,40.891575,-73.853396,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
837 E 232nd St #1FAM,"$409,000 ",Bronx,NY,40.891575,-73.853396,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
837 E 232nd St #1FAMILY,"$409,000 ",Bronx,NY,40.891575,-73.853396,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
837 E 232nd St #31FAMILY,"$409,000 ",Bronx,NY,40.891575,-73.853396,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
837 E 232nd St #AA,"$409,000 ",Bronx,NY,40.83705,-73.865429,"837 E 232nd St, Bronx, NY 10466, USA",837,East 232nd Street,East Bronx,Bronx,Bronx County,New York,United States,10466,4409,
